	target_id	test_stat	pval	qval	rss	sigma_sq	tech_var	mean_obs	var_obs	sigma_sq_pmax	smooth_sigma_sq	final_sigma_sq	degrees_free
8691	ENSRNOG00000025596	2.46619921750421	0.116318895170547	0.189163788524551	0.264966320589827	0.0473585303324342	0.00563473378553112	5.15574767523139	0.0529932641179651	0.0473585303324342	0.0313153286005728	0.0473585303324342	1
8692	ENSRNOG00000025065	2.46559745914555	0.116363448646931	0.189163788524551	1.03061649081387	0.123327435877167	0.0827958622856062	2.68018384006072	0.206123298162773	0.123327435877167	0.142783451784229	0.142783451784229	1
8693	ENSRNOG00000012488	2.46602423407677	0.116331848793564	0.189163788524551	0.02319610261336	-0.00872274851391339	0.0133619690365854	4.32557726548262	0.00463922052267203	0	0.0511153095545398	0.0511153095545398	1
8694	ENSRNOG00000007981	2.46517013308346	0.116395098805532	0.189163788524551	0.128181017434303	0.00501414998892234	0.0206220534979384	3.83934206803586	0.0256362034868607	0.00501414998892234	0.0686478111326349	0.0686478111326349	1
8695	ENSRNOG00000030017	2.46540118895189	0.1163779843351	0.189163788524551	0.0518085671473183	0.00689940646816481	0.00346230696129885	5.80298519340356	0.0103617134294637	0.00689940646816481	0.0244451603815736	0.0244451603815736	1
8696	ENSRNOG00000007539	2.46465789639364	0.116433050448903	0.189188943806288	0.568977888329335	0.102432438627098	0.0113631390387694	4.54329887425981	0.113795577665867	0.102432438627098	0.0443510209884811	0.102432438627098	1
8697	ENSRNOG00000022234	2.46459982748502	0.116437353639749	0.189188943806288	0.0834125953848594	0.0139435418721494	0.00273897720482249	5.93850607197747	0.0166825190769719	0.0139435418721494	0.0238737445954629	0.0238737445954629	1
8698	ENSRNOG00000017808	2.46383581030179	0.116493987419935	0.189259201682122	0.452240021427343	0.0893677778145922	0.00108022647087641	6.85352318951003	0.0904480042854682	0.0893677778145922	0.0261472550368989	0.0893677778145922	1
8699	ENSRNOG00000017079	2.46285723971701	0.116566569694969	0.189336442512223	0.0756756541334001	-0.00288736773487923	0.0180224985615592	4.15748996657542	0.0151351308266801	0	0.056954841975571	0.056954841975571	1
8700	ENSRNOG00000023013	2.46283353563218	0.116568328487463	0.189336442512223	0.0970932629888311	0.00345678265496088	0.0159618699428053	4.17355189491975	0.0194186525977663	0.00345678265496088	0.0563822604587529	0.0563822604587529	1
8701	ENSRNOG00000002323	2.46243149079397	0.116598163821044	0.189341375885448	0.0312949838383652	-0.00379697193352907	0.0100559687012021	4.57220673285396	0.00625899676767309	0	0.0435435009166981	0.0435435009166981	1
8702	ENSRNOG00000048800	2.4624851502693	0.116594181318945	0.189341375885448	0.159733110894297	0.0274926828091706	0.0044539393696888	5.50158555481487	0.0319466221788594	0.0274926828091706	0.0269116782357296	0.0274926828091706	1
8703	ENSRNOG00000037302	2.46215075767986	0.116619001737189	0.189353454389087	3.49152466651335	0.612979072432171	0.0853258608704995	2.76856287094997	0.698304933302669	0.612979072432171	0.133700720586859	0.612979072432171	1
8704	ENSRNOG00000020596	2.46111561143559	0.116695872867072	0.189451355539383	0.0446533921893773	0.00538913256081378	0.00354154587706169	5.67960294171771	0.0089306784378754	0.00538913256081378	0.0252349154304947	0.0252349154304947	1
8705	ENSRNOG00000009987	2.46097780598101	0.11670611067655	0.189451355539383	0.157685789674644	0.0292371944153797	0.00229996351954902	6.09844392139939	0.0315371579349289	0.0292371944153797	0.0234865404221208	0.0292371944153797	1
8706	ENSRNOG00000015925	2.45964018348649	0.116805536571955	0.18956920148137	0.0940740500024083	0.0151311257072464	0.00368368429323531	5.48387897808762	0.0188148100004816	0.0151311257072464	0.0271049523824215	0.0271049523824215	1
8707	ENSRNOG00000021338	2.45971295823582	0.116800124796097	0.18956920148137	0.0416824519489994	0.00479141762304601	0.00354507276675386	5.63319060171143	0.00833649038979986	0.00479141762304601	0.0256183600407767	0.0256183600407767	1
8708	ENSRNOG00000033984	2.45896449184074	0.116855796509125	0.189628991785766	0.895721934799148	0.0564222666311288	0.122722120328701	2.25738819556521	0.17914438695983	0.0564222666311288	0.198798876744201	0.198798876744201	1
8709	ENSRNOG00000015980	2.45759813926696	0.116957502859233	0.189772243989415	0.0257782743500741	-0.00692916252280641	0.0120848173928212	4.42450558506617	0.0051556548700148	0	0.0479036600660906	0.0479036600660906	1
8710	ENSRNOG00000014422	2.45654733081905	0.117035787770084	0.189877464635943	0.11114129177086	0.0183236585403201	0.00390459981385191	5.55894038070857	0.0222282583541722	0.0183236585403201	0.0263144684648429	0.0263144684648429	1
